Network,Modularity,Degree,Clustersize,ConnectedComponent,Density,WeightedDegree,ID,Degree_z,WeightedDegree_z,Density_z,Modularity_z,Color
Bipartite_2018-11-08_oo_stat__Crypton-S,0.913670481644101,11.2792708495781,0,1,0.000195447424182604,275885.726499281,Crypton-S,-0.131123289687069,0.0295717764921722,-0.413899421574391,-0.112498868147335,other TEs
Bipartite_2018-11-08_oo_stat__Crypton-V,0.91362094196325,11.2845517169579,0,1,0.000195810371628629,275986.599746664,Crypton-V,0.00251988840799488,0.068164490874544,-0.304266371389699,-0.210786031038486,other TEs
Bipartite_2018-11-08_oo_stat__Crypton-X,0.913680473886392,11.2861769749034,0,1,0.000195479024783557,275799.681036424,Crypton-X,0.0436503735056093,-0.00334803186224853,-0.404354044390746,-0.0926741714823985,other TEs
Bipartite_2018-11-08_oo_stat__Crypton,0.913656188962501,11.289644770375,0,1,0.000195728931525225,275901.907629895,Crypton,0.131410049041713,0.0357624540840055,-0.328866425863941,-0.14085567425597,other TEs
Bipartite_2018-11-08_oo_stat__DIRS,0.913713443522439,11.2762004175365,0,1,0.000196179481506925,276299.277522617,DIRS,-0.208826868785475,0.187790699151597,-0.192771877478641,-0.0272621233431922,other TEs
Bipartite_2018-11-08_oo_stat__DNA,0.912536263467113,11.3771290409242,0,1,0.000203767042320524,278908.53808543,DNA,2.3453789122256,1.1860578340174,2.09915067099748,-2.36279771548975,other TEs
Bipartite_2018-11-08_oo_stat__DNA_virus,0.913679903177094,11.2862239772767,0,1,0.000195476453180398,275793.80414978,DNA_virus,0.044839864943967,-0.00559644770672492,-0.405130830950945,-0.0938064637530652,other TEs
Bipartite_2018-11-08_oo_stat__Dada,0.913632877587143,11.2870391235764,0,1,0.000195656620502989,275743.284230963,Dada,0.0654688136140539,-0.0249246724652209,-0.35070892129015,-0.187105648168854,other TEs
Bipartite_2018-11-08_oo_stat__Deceiver,0.913682863793221,11.2857959367477,0,1,0.000195472425120335,275799.118069869,Deceiver,0.0340074216095226,-0.00356341510841971,-0.406347559477093,-0.0879325752973303,other TEs
Bipartite_2018-11-08_oo_stat__Dong-R4,0.9136216729631,11.2941156055321,0,1,0.00019598992825343,275983.467957728,Dong-R4,0.244553700674091,0.066966311584718,-0.250028931029286,-0.209335720900892,other TEs
Bipartite_2018-11-08_oo_stat__Dualen,0.91368412932499,11.2862091661759,0,1,0.00019548974011702,275804.106800152,Dualen,0.0444650396674835,-0.00165479564815456,-0.401117336971639,-0.0854217491258859,other TEs
Bipartite_2018-11-08_oo_stat__ERV-Foamy,0.913674706789446,11.2857093365668,0,1,0.000195494627250893,275815.815866967,ERV-Foamy,0.0318158264481087,0.00282493196029424,-0.399641113901368,-0.104116142590028,other TEs
Bipartite_2018-11-08_oo_stat__ERV-Lenti,0.913678971142212,11.2866372217892,0,1,0.000195493768347754,275805.281960682,ERV-Lenti,0.0552978647411623,-0.00120519542346536,-0.399900556892255,-0.0956556291645928,other TEs
Bipartite_2018-11-08_oo_stat__ERV,0.91367942660984,11.2861076952388,0,1,0.000195477824844789,275798.370750126,ERV,0.0418971095245108,-0.00384932934377221,-0.40471650167917,-0.0947519773805137,other TEs
Bipartite_2018-11-08_oo_stat__ERV1,0.913727914010227,11.2805187088205,0,1,0.000197149825383979,275553.699190828,ERV1,-0.0995436526731818,-0.0974572962765724,0.100333254227121,0.00144745180694229,other TEs
Bipartite_2018-11-08_oo_stat__ERV4,0.913743019210697,11.2816085976772,0,1,0.000195559094414485,275780.327266424,ERV4,-0.0719617802061228,-0.0107525175628756,-0.380167959154511,0.0314163025066186,other TEs
Bipartite_2018-11-08_oo_stat__ERVK,0.913760957764112,11.2728348649401,0,1,0.00019620285205709,276418.952833473,ERVK,-0.293999078704797,0.233576823920058,-0.185712495391234,0.0670065503897963,other TEs
Bipartite_2018-11-08_oo_stat__ERVL-MaLR,0.913678406198078,11.2860483242401,0,1,0.00019548356816157,275802.51978869,ERVL-MaLR,0.0403946046552571,-0.00226196436425168,-0.402981657299631,-0.0967764832993292,other TEs
Bipartite_2018-11-08_oo_stat__ERVL,0.913639742620356,11.2855062918154,0,1,0.000195613095034327,275923.502131937,ERVL,0.0266773626480585,0.044024212985969,-0.363856361621656,-0.173485361844852,other TEs
Bipartite_2018-11-08_oo_stat__Ginger,0.913783069545322,11.2908942439669,0,1,0.000196172323371444,275921.405632677,Ginger,0.163030540478369,0.0432221212594328,-0.194934086456722,0.110876518955314,other TEs
Bipartite_2018-11-08_oo_stat__Gypsy-Cigr,0.914240361278479,11.271793982485,0,1,0.000195473674779499,274837.56299315,Gypsy-Cigr,-0.320340743684412,-0.371441136916426,-0.405970083488881,1.01814734294769,other TEs
Bipartite_2018-11-08_oo_stat__Gypsy-Troyka,0.913686698299615,11.2867733665905,0,1,0.000195506285472111,275814.302258713,Gypsy-Troyka,0.0587432881177658,0.00224584630023297,-0.396119594833171,-0.0803248808565395,other TEs
Bipartite_2018-11-08_oo_stat__Gypsy,0.917522354649468,10.8990548837989,0,1,0.000228405525877005,288541.793080324,Gypsy,-9.75326798194297,4.87160844564912,9.54152871719957,7.52965108144157,all Gypsy TEs
Bipartite_2018-11-08_oo_stat__Helitron-2,0.913677641246427,11.2868203627042,0,1,0.000195503713065617,275811.067881454,Helitron-2,0.0599326211466057,0.00100841813197168,-0.39689662405164,-0.0982941541086087,other TEs
Bipartite_2018-11-08_oo_stat__Helitron,0.913129135395711,11.2277828655569,0,1,0.000201619430856862,274154.850904128,Helitron,-1.43413230759796,-0.632637374179565,1.45043637929636,-1.18653459026921,other TEs
Bipartite_2018-11-08_oo_stat__I-Jockey,0.913715227926219,11.2787815491732,0,1,0.00019632685597962,276084.021061793,I-Jockey,-0.143506039801332,0.105436543545111,-0.148255479476987,-0.0237218505370373,other TEs
Bipartite_2018-11-08_oo_stat__I-Nimb,0.913799679888197,11.2877737732187,0,1,0.000195591373797348,275611.370460216,I-Nimb,0.0840606292998174,-0.0753930633377186,-0.37041754696657,0.143831585435719,other TEs
Bipartite_2018-11-08_oo_stat__I,0.913559029665614,11.3008394543547,0,1,0.000197639683351487,276830.038754809,I,0.414714483182931,0.390852632524625,0.24830129677254,-0.33362057454545,other TEs
Bipartite_2018-11-08_oo_stat__ID,0.913677887018401,11.2852268200163,0,1,0.000195476110649489,275810.351584016,ID,0.0196047556800685,0.000734372602910288,-0.405234296917778,-0.097806540348082,other TEs
Bipartite_2018-11-08_oo_stat__IS3EU,0.913637492823975,11.29220047501,0,1,0.000195766451839568,275942.079226115,IS3EU,0.196087395607125,0.0511315532198873,-0.317532921384591,-0.177948977667913,other TEs
Bipartite_2018-11-08_oo_stat__Jockey,0.914023285232623,11.2887130376932,0,1,0.000197638450885767,274853.10352072,Jockey,0.107830642900802,-0.365495545221779,0.247929014290308,0.587466557109523,other TEs
Bipartite_2018-11-08_oo_stat__Kolobok-E,0.91361612481646,11.2848373448013,0,1,0.000195689689853838,275869.82943747,Kolobok-E,0.00974828669894917,0.0234897797099213,-0.340719888880826,-0.220343292673627,other TEs
Bipartite_2018-11-08_oo_stat__Kolobok-H,0.913673708038258,11.2846351098482,0,1,0.000195523436019202,275867.056587428,Kolobok-H,0.00463031650500702,0.0224289254948005,-0.390939046490841,-0.106097673737592,other TEs
Bipartite_2018-11-08_oo_stat__Kolobok-Hydra,0.913721605351909,11.2863719273864,0,1,0.000196066498634328,276128.178684965,Kolobok-Hydra,0.0485840458610673,0.122330641664174,-0.226899840292889,-0.0110689818274626,other TEs
Bipartite_2018-11-08_oo_stat__Kolobok-T2,0.913697024012256,11.2821671998887,0,1,0.000196174074522939,275600.493636111,Kolobok-T2,-0.0578252057641531,-0.0795543863542806,-0.194405128113721,-0.059838576081758,other TEs
Bipartite_2018-11-08_oo_stat__Kolobok,0.913654300922594,11.2887818235386,0,1,0.000195646132123719,275889.197587563,Kolobok,0.109571409770977,0.0308997670363554,-0.353877074209905,-0.14460156205106,other TEs
Bipartite_2018-11-08_oo_stat__L1-DRE,0.913592099256227,11.2846869639051,0,1,0.000195548051637643,275700.958152108,L1-DRE,0.00594258974745373,-0.0411180469677203,-0.383503575153379,-0.268010215666852,other TEs
Bipartite_2018-11-08_oo_stat__L1-Tx1,0.913501074680585,11.2753156245075,0,1,0.000197438460890025,276804.90847327,L1-Tx1,-0.231218370758378,0.381238133111354,0.187519405461842,-0.448603775004711,other TEs
Bipartite_2018-11-08_oo_stat__L1-Zorro,0.913678997998707,11.2865679397246,0,1,0.00019549256832585,275806.421304235,L1-Zorro,0.0535445400251602,-0.000769298280819868,-0.400263039293124,-0.0956023456416069,other TEs
Bipartite_2018-11-08_oo_stat__L1,0.913350996193175,11.2651164453341,0,1,0.000201349761302176,278465.594380597,L1,-0.489329514374774,1.01659367645763,1.36897914314286,-0.746360815124106,other TEs
Bipartite_2018-11-08_oo_stat__L2,0.913016693414353,11.3525739064721,0,1,0.000204271158530159,280633.204023247,L2,1.72396088168281,1.84589125536354,2.25142560312622,-1.40962047107835,other TEs
Bipartite_2018-11-08_oo_stat__LINE,0.913827992210636,11.3019392507124,0,1,0.000196394933718742,274878.498992146,LINE,0.442547085280232,-0.355779587812203,-0.127691702898982,0.200003482378342,other TEs
Bipartite_2018-11-08_oo_stat__LOA,0.913277906921303,11.3418994413408,0,1,0.000198011477877421,276561.795460894,LOA,1.45382165227008,0.288226444753154,0.360606723815766,-0.891370573902407,other TEs
Bipartite_2018-11-08_oo_stat__LTR,0.913600246016557,11.2940992602369,0,1,0.000196129187466126,275784.638731636,LTR,0.244140049459391,-0.0091030103860924,-0.207963854056204,-0.251846971457625,other TEs
Bipartite_2018-11-08_oo_stat__Lenti,0.913680489794305,11.2862932557415,0,1,0.000195477653077601,275795.998406595,Lenti,0.0465930985592546,-0.00475695528676904,-0.404768386217761,-0.0926426100436605,other TEs
Bipartite_2018-11-08_oo_stat__MIR,0.913556661148641,11.2868106928154,0,1,0.000195544190797218,275551.183347482,MIR,0.0596879047829487,-0.0984198232717451,-0.384669792788156,-0.338319733068812,other TEs
Bipartite_2018-11-08_oo_stat__MULE-F,0.913679866699204,11.2860854203471,0,1,0.000195474053385993,275794.882399806,MULE-F,0.0413333977134818,-0.00518392410542371,-0.405855720417313,-0.0938788362082331,other TEs
Bipartite_2018-11-08_oo_stat__MULE-MuDR,0.913621016287988,11.301211108791,0,1,0.000196655665143317,276431.232825224,MULE-MuDR,0.424119960815553,0.238274979542014,-0.0489343465153791,-0.210638570105295,other TEs
Bipartite_2018-11-08_oo_stat__MULE-NOF,0.913672484752752,11.2879147535303,0,1,0.000195583649608939,275818.551399116,MULE-NOF,0.0876284251802116,0.00387150886413923,-0.372750739677499,-0.108524682950175,other TEs
Bipartite_2018-11-08_oo_stat__MULE,0.913679919619028,11.283227382169,0,1,0.000195448248435285,275811.757461329,MULE,-0.0309951191306895,0.0012722418895004,-0.413650445209941,-0.0937738428114234,other TEs
Bipartite_2018-11-08_oo_stat__Maverick,0.913105645083125,11.2450659350385,0,1,0.000199048853595754,277091.817328967,Maverick,-0.996748793370335,0.491005507602749,0.673959704898581,-1.23313957721941,other TEs
Bipartite_2018-11-08_oo_stat__Merlin,0.913817936593037,11.2964836391544,0,1,0.000197039710438583,276481.118642294,Merlin,0.304481647421186,0.2573606057099,0.0670715865480251,0.180053048546879,other TEs
Bipartite_2018-11-08_oo_stat__Ngaro,0.913658494284059,11.2891386547334,0,1,0.000195811816466332,275783.231449683,Ngaro,0.118601754880928,-0.0096414170687137,-0.303829939156646,-0.136281895991403,other TEs
Bipartite_2018-11-08_oo_stat__Novosib,0.913679531070586,11.2867857204718,0,1,0.000195503113013092,275804.188765524,Novosib,0.059055928419085,-0.0016234368264613,-0.397077877809599,-0.0945447263410262,other TEs
Bipartite_2018-11-08_oo_stat__P-Fungi,0.913675083367059,11.2866893015521,0,1,0.000195518376176696,275826.262784091,P-Fungi,0.0566158499370374,0.00682177848998161,-0.392467438475599,-0.103369009290086,other TEs
Bipartite_2018-11-08_oo_stat__P,0.913899229716071,11.2950971646464,0,1,0.000197570354462942,276303.703381085,P,0.269394066865135,0.18948397161178,0.227359594054142,0.34133932024579,other TEs
Bipartite_2018-11-08_oo_stat__PIF-HarbS,0.913692917964437,11.2789327789328,0,1,0.000195411091303259,275851.737248787,PIF-HarbS,-0.139678860620377,0.0165679576363289,-0.424874245693547,-0.0679850110989732,other TEs
Bipartite_2018-11-08_oo_stat__PIF-Harbinger,0.91353411024106,11.2794001716798,0,1,0.000197599946947897,277289.974177951,PIF-Harbinger,-0.127850528711545,0.566817587357722,0.236298393386153,-0.383060932218001,other TEs
Bipartite_2018-11-08_oo_stat__PIF-ISL2EU,0.913571486047366,11.282519619418,0,1,0.000195894081420575,275764.674178762,PIF-ISL2EU,-0.0489065068970115,-0.0167411731974979,-0.27898072763639,-0.308907003499586,other TEs
Bipartite_2018-11-08_oo_stat__PIF-Spy,0.913648759495257,11.2918140825529,0,1,0.000195837841144538,275491.286090878,PIF-Spy,0.186308942137073,-0.121335688244692,-0.295968842782881,-0.155595802667489,other TEs
Bipartite_2018-11-08_oo_stat__Pao,0.915547095688179,11.1553971745968,0,1,0.000202825403174488,278074.658315303,Pao,-3.26600065284156,0.867026925103701,1.81471618086979,3.61071991460257,other TEs
Bipartite_2018-11-08_oo_stat__Penelope,0.912890388628007,11.3646258503401,0,1,0.00020345201042518,265278.635767991,Penelope,2.02896003521263,-4.02855496810841,2.00399114316419,-1.66021027901478,other TEs
Bipartite_2018-11-08_oo_stat__PiggyBac-A,0.913683527368739,11.2846255109818,0,1,0.000195469080926743,275820.979630015,PiggyBac-A,0.00438739750600003,0.0048005165439804,-0.407357717140316,-0.0866160356266326,other TEs
Bipartite_2018-11-08_oo_stat__PiggyBac-X,0.913669013518518,11.2882759576569,0,1,0.0001955763532634,275848.990003292,PiggyBac-X,0.0967694362971599,0.0155168993677178,-0.374954696821555,-0.115411642226163,other TEs
Bipartite_2018-11-08_oo_stat__PiggyBac,0.91353129824016,11.290136209251,0,1,0.000197666827901518,276027.885990406,PiggyBac,0.14384691755374,0.0839600387921292,0.256500665161626,-0.388639966756886,other TEs
Bipartite_2018-11-08_oo_stat__Proto1,0.913668717398453,11.2881027044821,0,1,0.000195573351545134,275845.257263639,Proto1,0.09238490943086,0.0140888046150681,-0.375861405307522,-0.115999147043373,other TEs
Bipartite_2018-11-08_oo_stat__Proto2,0.914311028939033,11.3089834926151,0,1,0.00019651051265209,274909.942033015,Proto2,0.620816071685978,-0.343749913671112,-0.092779565787167,1.15835260355383,other TEs
Bipartite_2018-11-08_oo_stat__R1-LOA,0.913717084214659,11.2923226298634,0,1,0.00019579232994995,275942.173070255,R1-LOA,0.199178774665665,0.0511674566944058,-0.309716097750015,-0.0200389579302346,other TEs
Bipartite_2018-11-08_oo_stat__R1,0.913826993442261,11.2761578643932,0,1,0.000197004749718599,276181.868725869,R1,-0.209903763338883,0.142871711447612,0.0565112412129355,0.198021917132222,other TEs
Bipartite_2018-11-08_oo_stat__R2-Hero,0.913647439466648,11.2863382674108,0,1,0.000195627515771598,275794.691995701,R2-Hero,0.0477322111544508,-0.00525677009198759,-0.359500388242427,-0.158214751047972,other TEs
Bipartite_2018-11-08_oo_stat__R2-NeSL,0.91374113899161,11.2769561896827,0,1,0.000195743107907912,276163.803478442,R2-NeSL,-0.18970050482564,0.1359601967272,-0.324584263001175,0.027685931288338,other TEs
Bipartite_2018-11-08_oo_stat__R2,0.913412549147383,11.2971076174759,0,1,0.00019625299870537,275344.097281334,R2,0.320272698388699,-0.177648098465898,-0.170565040663003,-0.624239212142399,other TEs
Bipartite_2018-11-08_oo_stat__RTE-BovB,0.911313948029671,11.3328958802561,0,1,0.000200987760796228,251304.782378917,RTE-BovB,1.22596807614535,-9.3747587104833,1.25963212866412,-4.78788230306997,other TEs
Bipartite_2018-11-08_oo_stat__RTE-ORTE,0.913668453936143,11.2863677316515,0,1,0.000195553456322473,275787.076270012,RTE-ORTE,0.0484778641855912,-0.00817044179366176,-0.38187101900872,-0.116521858585755,other TEs
Bipartite_2018-11-08_oo_stat__RTE-RTE,0.913300223574612,11.2929165572192,0,1,0.000197760516902829,275579.402714298,RTE-RTE,0.214209324322692,-0.0876234823999262,0.284800660367419,-0.847094137289137,other TEs
Bipartite_2018-11-08_oo_stat__RTE-X,0.913482458890775,11.3013440390993,0,1,0.00019726900520343,276949.374375982,RTE-X,0.427484034857546,0.436508796701208,0.136333086351667,-0.485537665856134,other TEs
Bipartite_2018-11-08_oo_stat__RTE,0.91369285660732,11.2866817937748,0,1,0.000195501312855518,275802.706043337,RTE,0.0564258502364779,-0.00219070590267842,-0.397621639083475,-0.0681067441593172,other TEs
Bipartite_2018-11-08_oo_stat__Retroposon,0.91314997056199,11.2893432680645,0,1,0.00019562534904546,274707.270109167,Retroposon,0.123779914807204,-0.42128939884985,-0.360154876372998,-1.14519743696578,other TEs
Bipartite_2018-11-08_oo_stat__Rex-Babar,0.913952590385022,11.3088046160798,0,1,0.000196548388273282,275108.275157287,Rex-Babar,0.616289234152272,-0.267870393419953,-0.0813387362004605,0.447207357163139,other TEs
Bipartite_2018-11-08_oo_stat__SINE,0.914037234013552,11.2890236506974,0,1,0.000195602863268832,275691.176297323,SINE,0.115691341920019,-0.0448604498112663,-0.366947000975256,0.615141061260414,other TEs
Bipartite_2018-11-08_oo_stat__SVA,0.913680563256145,11.2862932557415,0,1,0.000195477653077601,275796.50767259,SVA,0.0465930985592546,-0.00456211713506727,-0.404768386217761,-0.0924968611067672,other TEs
Bipartite_2018-11-08_oo_stat__Sola-1,0.913581077088665,11.2994509313317,0,1,0.000196338046799042,276134.433625243,Sola-1,0.379575060753624,0.124723695619568,-0.14487514526958,-0.289878293135726,other TEs
Bipartite_2018-11-08_oo_stat__Sola-2,0.913554015409674,11.2860976544802,0,1,0.000196673305819991,275675.86271913,Sola-2,0.0416430075391815,-0.0507192138017603,-0.0436057480851772,-0.343568902469731,other TEs
Bipartite_2018-11-08_oo_stat__Sola-3,0.913668956532018,11.2871445178977,0,1,0.000195848565343867,276018.271996946,Sola-3,0.0681360330385122,0.0802818573784654,-0.292729457312282,-0.115524703945048,other TEs
Bipartite_2018-11-08_oo_stat__Sola,0.913616869686436,11.2909740778013,0,1,0.00019591161448825,276058.562792796,Sola,0.165050899367883,0.0956965606501934,-0.273684633919975,-0.218865464086062,other TEs
Bipartite_2018-11-08_oo_stat__TRIM,0.913722172066767,11.2862808944005,0,1,0.000195480824691708,275711.746090029,TRIM,0.046280269477302,-0.0369907305805123,-0.40381035845811,-0.00994461456136028,other TEs
Bipartite_2018-11-08_oo_stat__Tad1,0.913753676215556,11.2872809300711,0,1,0.000195861127732064,276056.838382787,Tad1,0.0715882228161271,0.0950368251436011,-0.28893482271491,0.0525598939575066,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Ant1,0.91367651518808,11.287265924091,0,1,0.000195531752140993,275833.393351465,TcMar-Ant1,0.0712084657165403,0.00954983530562636,-0.388427052515639,-0.100528263781671,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Cweed,0.913679472779905,11.2867164360071,0,1,0.000195501912908043,275815.344465037,TcMar-Cweed,0.0573025429639986,0.0026445800781162,-0.397440385325516,-0.094660375564484,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Fot1,0.913631607374071,11.2945838837517,0,1,0.000196321702799389,276244.983383161,TcMar-Fot1,0.256404441279465,0.167018509586831,-0.149812065349313,-0.189625762085141,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Gizmo,0.913671916790626,11.2867857204718,0,1,0.000195503113013092,275800.704553721,TcMar-Gizmo,0.059055928419085,-0.00295644824857604,-0.397077877809599,-0.109651524808422,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-IS630,0.913683065463526,11.2861893380443,0,1,0.000195475853231797,275796.731061,TcMar-IS630,0.0439632481363457,-0.0044766518078787,-0.405312053317537,-0.0875324596362811,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-ISRm11,0.913689483066259,11.2963239767098,0,1,0.000196341710583478,276003.494220909,TcMar-ISRm11,0.300441061854436,0.0746280839092477,-0.143768450988224,-0.0747998793209976,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Mariner,0.914711446312208,11.2237115415343,0,1,0.000199263422602959,274416.255365988,TcMar-Mariner,-1.53716551072759,-0.532627629311337,0.738773095907771,1.95278419669306,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Mogwai,0.913679201095129,11.2863600935308,0,1,0.000195488968260138,275806.81444531,TcMar-Mogwai,0.048284565877199,-0.000618887922923141,-0.401350486495722,-0.0951994005520917,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Pogo,0.913871039502872,11.2913410440763,0,1,0.000196094910544733,275785.691952346,TcMar-Pogo,0.174337733464296,-0.00870006265614397,-0.218317649032308,0.285409689107901,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Sagan,0.913676487705287,11.2877016094105,0,1,0.000195552850029633,275842.320842645,TcMar-Sagan,0.0822343761507427,0.0129653704074988,-0.382054157736174,-0.100582789883447,other TEs
