Network,Modularity,Degree,Clustersize,ConnectedComponent,Density,WeightedDegree,ID,Degree_z,WeightedDegree_z,Density_z,Modularity_z,Color
Bipartite_2018-11-08_oo_stat__TcMar-Stowaway,0.913668013324577,11.29156843711,0,1,0.000195738527521105,275898.187213979,TcMar-Stowaway,0.180092380478549,0.0343390742228054,-0.325967829085396,-0.117396035810857,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Tc1,0.91568607096695,11.3199558506885,0,1,0.000204826762398011,271729.324660286,TcMar-Tc1,0.898494092862018,-1.56061029052627,2.41925305967442,3.88644809104412,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Tc2,0.913986797852025,11.2662744551974,0,1,0.000196102321198889,275926.669080276,TcMar-Tc2,-0.460023700148078,0.0452358437785824,-0.216079163466701,0.515075272816561,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Tc3,0.91367350326501,11.2866718628215,0,1,0.000195494368358706,275786.742149476,TcMar-Tc3,0.0561745270991408,-0.00829827170632965,-0.39971931569182,-0.106503945664894,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Tc4,0.913586573399885,11.2850554308289,0,1,0.000196405294838472,276398.510311701,TcMar-Tc4,0.0152674008403557,0.225755796794727,-0.124561990397094,-0.278973563292257,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-Tigger,0.914275207833101,11.3064133844545,0,1,0.000197047933642178,275938.856465667,TcMar-Tigger,0.555774214368374,0.0498985694833127,0.0695555133596238,1.08728321406234,other TEs
Bipartite_2018-11-08_oo_stat__TcMar-m44,0.913689780930354,11.2857811606013,0,1,0.000195675517730101,275920.01560414,TcMar-m44,0.0336334809249618,0.0426903154962635,-0.345000765272021,-0.0742089143348348,other TEs
Bipartite_2018-11-08_oo_stat__TcMar,0.913703721474482,11.2905419471237,0,1,0.00019587013075523,276074.194400111,TcMar,0.154114946436356,0.101676998200271,-0.286215341144418,-0.0465507520701127,other TEs
Bipartite_2018-11-08_oo_stat__Zator,0.913943931031653,11.2962346000347,0,1,0.000196016495167966,275842.113447857,Zator,0.298179201812885,0.0128860240195623,-0.242004045039556,0.430027123853618,other TEs
Bipartite_2018-11-08_oo_stat__Zisupton,0.913611675026949,11.2853724511028,0,1,0.000195685395625233,275891.125572201,Zisupton,0.0232902489580147,0.0316373873905576,-0.342017017116223,-0.229171714235171,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Ac,0.913593877419448,11.2817872445471,0,1,0.000198931218164535,277315.416535891,hAT-Ac,-0.0674407548274334,0.576551482901465,0.638426375554278,-0.264482324184605,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Blackjack,0.913896798356497,11.287949568449,0,1,0.000196032606864107,275840.389420489,hAT-Blackjack,0.0885094880911159,0.0122264349060919,-0.237137295291153,0.336515481447955,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Charlie,0.914580845561238,11.3013831039876,0,1,0.000198618332231769,275276.068012864,hAT-Charlie,0.428472651963377,-0.203675159116771,0.543915063945005,1.69367115712795,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Pegasus,0.913680977177803,11.2862390407873,0,1,0.000195558003236486,275825.813736702,hAT-Pegasus,0.0452210779709511,0.00664997914689122,-0.380497563822172,-0.0916756368924402,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Restless,0.913680675432568,11.2862586165091,0,1,0.000195477053129,275796.857009249,hAT-Restless,0.0457164817516333,-0.00442846574341446,-0.404949608584353,-0.0922743020946783,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Tag1,0.913678588717792,11.2855926755963,0,1,0.000196066585746983,276316.635360748,hAT-Tag1,0.028863481363535,0.194431568823887,-0.226873526769555,-0.0964143625802859,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Tip100,0.913898668264379,11.3273645142566,0,1,0.000199250035431074,275514.166786864,hAT-Tip100,1.08598551680134,-0.112581849263799,0.734729324548779,0.34022539514739,other TEs
Bipartite_2018-11-08_oo_stat__hAT-Tol2,0.913678530582172,11.2862117353568,0,1,0.0001955270388302,275846.919494829,hAT-Tol2,0.0445300580580762,0.0147247513620312,-0.389850770038459,-0.0965297041618666,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hAT1,0.91367802163023,11.2872806637682,0,1,0.000195518459445144,275810.305659005,hAT-hAT1,0.0715814834732304,0.000716802326435444,-0.392442286145445,-0.0975394692950238,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hAT19,0.913491628420846,11.2942361111111,0,1,0.000196083892274364,275671.617222222,hAT-hAT19,0.247603341461305,-0.0523434824143868,-0.221645862528533,-0.467345237478693,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hAT5,0.913677584512888,11.2883588712473,0,1,0.000195669322272925,275851.40133814,hAT-hAT5,0.0988677347261442,0.0164394428518342,-0.346872184605285,-0.0984067139497904,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hAT6,0.913675323797515,11.2869242894012,0,1,0.00019550551322319,275804.074861864,hAT-hAT6,0.0625626993292128,-0.00166701479713905,-0.396352862777756,-0.102891993148964,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hATm,0.913559459886593,11.2855797076166,0,1,0.000196883859451451,276507.427026273,hAT-hATm,0.0285353000447953,0.267425830881953,0.0199947458629643,-0.332767012334773,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hATw,0.91365212090726,11.2889243359456,0,1,0.000195733408512278,275875.230355781,hAT-hATw,0.113177978469817,0.0255560966292511,-0.327514093035617,-0.14892673166383,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hATx,0.91373913115953,11.2801582756287,0,1,0.000195768106137256,275979.738463407,hAT-hATx,-0.108665153703437,0.0655394584512759,-0.317033219007856,0.0237023747660593,other TEs
Bipartite_2018-11-08_oo_stat__hAT-hobo,0.913677855092898,11.2873323966627,0,1,0.000195790674703602,275907.360531474,hAT-hobo,0.0728906904532912,0.0378486590851475,-0.310216086682019,-0.0978698808273231,other TEs
Bipartite_2018-11-08_oo_stat__hAT,0.913614779415089,11.2565295419302,0,1,0.000196134122210939,276411.453626749,hAT,-0.706638713481772,0.230707730769121,-0.206473249475175,-0.223012580838153,other TEs
Bipartite_2018-11-08_oo_stat_Gypsy5,0.914439533786826,11.2767682464706,0,1,0.000198758605585,274897.605054902,Gypsy5,-0.19445679320905,-0.34846987148929,0.586286475406416,1.41330735276545,Gypsy 10%
Bipartite_2018-11-08_oo_stat_Gypsy4,0.913922138024544,11.2179001357139,0,1,0.000197721026080688,276968.013571391,Gypsy4,-1.68423505199268,0.443639896010449,0.272871938088015,0.386789605911232,Gypsy 10%
Bipartite_2018-11-08_oo_stat_Gypsy1,0.913998241047575,11.2433508997656,0,1,0.000198169608357402,277091.487107179,Gypsy1,-1.04015127783594,0.490879169297059,0.408372115299925,0.537778673518112,Gypsy 10%
Bipartite_2018-11-08_oo_stat_Gypsy2,0.913742498865498,11.248638454624,0,1,0.000198262804121263,277511.690290287,Gypsy2,-0.906338859382298,0.651643116616462,0.436523121645889,0.0303839330508324,Gypsy 10%
Bipartite_2018-11-08_oo_stat_Gypsy3,0.913919156338655,11.2680614061371,0,1,0.000198605143227177,276941.695154837,Gypsy3,-0.414801242262684,0.433570832513454,0.539931151623392,0.380873914860364,Gypsy 10%
