variable,value
inactive.Singletons,0.00140439383880911
inactive.Singletons,0.00102938271151171
inactive.Singletons,0.012463519771313
inactive.Singletons,1.5791212760883e-05
inactive.Singletons,6.96575247077234e-05
inactive.Singletons,5.25618018731738e-05
inactive.Singletons,0.000153531763768154
inactive.Singletons,0.00185503259729861
inactive.Singletons,0.000124500087839761
inactive.Singletons,8.53817014494357e-06
inactive.Singletons,7.88823107885815e-05
inactive.Singletons,0.020670164928852
inactive.Singletons,0.000107038047694559
inactive.Singletons,0.00519630266708296
inactive.Singletons,0.000878870504434967
inactive.Singletons,0.000162955042519555
inactive.Singletons,0.00237663167189274
inactive.Singletons,0.000636347938478982
inactive.Singletons,3.58248065051182e-05
inactive.Singletons,0.00065418317117635
inactive.Singletons,0.000128383734092652
inactive.Singletons,0.0058213423467048
inactive.Singletons,0.0214916718688423
inactive.Singletons,0.000511743295534273
inactive.Singletons,0.00055472826076446
inactive.Singletons,0.00200020065017929
inactive.Singletons,0.000132210003423059
inactive.Singletons,0.00275447269983966
inactive.Singletons,0.00507809037730368
inactive.Singletons,0.013545261976613
inactive.Singletons,0.000525461527970227
inactive.Singletons,0.000113725661902204
inactive.Singletons,0.000470089040320796
inactive.Singletons,0.00085598381783438
inactive.Singletons,0.0018104322279762
inactive.Singletons,8.8472512343897e-06
inactive.Singletons,0.0138237086954979
inactive.Singletons,0.00375612032629408
inactive.Singletons,0.000811179864396288
inactive.Singletons,0.00519942384624964
inactive.Singletons,0.00029167145941003
inactive.Singletons,0.000728639358858038
inactive.Singletons,1.74321737254658e-05
inactive.Singletons,0.00105636264664007
inactive.Singletons,0.0149945299552792
inactive.Singletons,3.94952223075101e-05
inactive.Singletons,0.00067236458606385
inactive.Singletons,0.00262211459119349
inactive.Singletons,2.76475177277568e-05
inactive.Singletons,4.7769138661692e-05
inactive.Singletons,0.00232026999649644
inactive.Singletons,0.000107061708812876
inactive.Singletons,0.000409293535331182
inactive.Singletons,0.00147849217587483
inactive.Singletons,7.64295966020137e-05
inactive.Singletons,0.00744447635248217
inactive.Singletons,0.000540488494265515
inactive.Singletons,0.000231562650713344
inactive.Singletons,1.47587862747516e-05
inactive.Singletons,7.19046140084285e-05
inactive.Singletons,0.000183304552282443
inactive.Singletons,0.00120364860963642
inactive.Singletons,0.00543373657557032
inactive.Singletons,0.00384069833007614
inactive.Singletons,0.000238419103303162
inactive.Singletons,0.000355844158854716
inactive.Singletons,0.000205816986267023
inactive.Singletons,7.88461789536764e-05
inactive.Singletons,0.000275324939194996
inactive.Singletons,0.00867879419746895
inactive.Singletons,0.010984112762291
inactive.Singletons,0.000158227416045903
inactive.Singletons,8.12976774444781e-05
inactive.Singletons,0.00249800473892931
inactive.Singletons,0.00325821851808828
inactive.Singletons,0.00130085424780679
inactive.Singletons,0.00310350071857109
inactive.Singletons,0.000690181671319266
inactive.Singletons,7.18380529423269e-05
inactive.Singletons,0.0072818616980431
inactive.Singletons,0.00226226030264132
inactive.Singletons,0.000275541066655269
inactive.Singletons,0.000855556225351078
inactive.Singletons,0.000636902634220947
inactive.Singletons,0.000854986327046272
inactive.Singletons,0.000470603185033057
inactive.Singletons,0.000205942892755673
inactive.Singletons,0.00243560963469584
inactive.Singletons,0.000748096142031845
inactive.Singletons,0.000709411801920846
inactive.Singletons,0.000260044775508801
inactive.Singletons,0.000110406979797285
inactive.Singletons,1.16450039281347e-05
inactive.Singletons,0.00637431619561216
inactive.Singletons,0.000158094089181763
inactive.Singletons,0.00176552025231401
inactive.Singletons,0.00092650963758947
inactive.Singletons,0.000409673925968496
inactive.Singletons,2.76333179367822e-05
inactive.Singletons,0.000206320951777115
inactive.Singletons,0.000902473112470751
inactive.Singletons,0.000768296422918858
inactive.Singletons,0.000976374077392864
inactive.Singletons,0.000878141869487853
inactive.Singletons,2.50724236489342e-05
inactive.Singletons,0.0100938594243177
inactive.Singletons,9.19056724925773e-05
inactive.Singletons,0.000832397486529594
inactive.Singletons,0.000206068855827124
inactive.Singletons,0.00393653290448217
inactive.Singletons,8.65166275957511e-05
inactive.Singletons,1.862683667968e-05
inactive.Singletons,0.00712483691651271
inactive.Singletons,0.0127259138133484
inactive.Singletons,0.00696851633608562
inactive.Singletons,0.000309042102373026
inactive.Singletons,3.15008062263316e-05
inactive.Singletons,0.000252857128944925
inactive.Singletons,0.000200212669250192
inactive.Singletons,0.00452881507371723
inactive.Singletons,0.000690300506315804
inactive.Singletons,0.000555320560237417
inactive.Singletons,8.12791199039471e-05
inactive.Singletons,0.00114201392916916
inactive.Singletons,0.00140396212672651
inactive.Singletons,0.000275541066655269
inactive.Singletons,0.000117292327849142
inactive.Singletons,0.000113700708322106
inactive.Singletons,0.000445428303991448
inactive.Singletons,0.00058644166424449
inactive.Singletons,0.00333422755568686
inactive.Singletons,0.000107061708812876
inactive.Singletons,0.00102888326123286
inactive.Singletons,2.42828443878161e-05
inactive.Singletons,0.00556466800137373
inactive.Singletons,0.0046336970933543
inactive.Singletons,0.00123424489499209
inactive.Singletons,0.00159544643023677
inactive.Singletons,0.00375563811510661
inactive.Singletons,2.85701637921216e-05
inactive.Singletons,0.000445346538325972
inactive.Singletons,0.00569102809718755
inactive.Singletons,0.00126754330947718
inactive.Singletons,0.000409521739620237
inactive.Singletons,0.000336147736403839
inactive.Singletons,0.000708560805426359
inactive.Singletons,1.74415575810637e-05
inactive.Singletons,5.77798729021793e-05
inactive.Singletons,0.00185639202539545
inactive.Singletons,0.000299890242273281
inactive.Singletons,0.00140417797196916
inactive.Singletons,0.000433118764197522
inactive.Singletons,0.00325735826139593
inactive.Singletons,0.000117266689255229
inactive.Singletons,9.75677029802357e-05
inactive.Singletons,0.0109863349119558
inactive.Singletons,0.00195069298293368
inactive.Singletons,0.00275259560540384
inactive.Singletons,0.00366758062263969
inactive.Singletons,0.000317535142399332
inactive.Singletons,0.00310474189689222
inactive.Singletons,8.1242014514336e-05
inactive.Singletons,2.35108806401017e-05
inactive.Singletons,0.000275703242913928
inactive.Singletons,0.000317718518068951
inactive.Singletons,1.47628232441587e-05
inactive.Singletons,0.00543826388490126
inactive.Singletons,0.000355776744932954
inactive.Singletons,0.00180936687854106
inactive.Singletons,0.00432171755386503
inactive.Singletons,0.00288820199090121
inactive.Singletons,0.000789934828005536
inactive.Singletons,5.64688630987236e-06
inactive.Singletons,0.0010290497266745
inactive.Singletons,0.000178022645507344
inactive.Singletons,0.0187287231288053
inactive.Singletons,0.000326748801710688
inactive.Singletons,0.000366299147476067
inactive.Singletons,0.00226386034667461
inactive.Singletons,5.76976543406917e-05
inactive.Singletons,0.00744530250228694
inactive.Singletons,0.007122441585759
inactive.Singletons,0.000144684586793848
inactive.Singletons,0.000653729145883494
inactive.Singletons,0.00047051746676789
inactive.Singletons,0.00144056353531761
inactive.Singletons,2.76972623093773e-05
inactive.Singletons,0.00402787579712936
inactive.Singletons,0.000107132715860662
inactive.Singletons,0.000654069644468777
inactive.Singletons,0.00111230043977434
inactive.Singletons,0.049238593694434
inactive.Singletons,0.0036680537681464
inactive.Singletons,8.6497022458861e-05
inactive.Singletons,0.00681374024187979
inactive.Singletons,0.000117317970659996
inactive.Singletons,0.00100239162933488
inactive.Singletons,0.000206236894632108
inactive.Singletons,0.000136377877077078
inactive.Singletons,0.00760950023760399
inactive.Singletons,3.25615078019386e-05
inactive.Singletons,0.00172061257492428
inactive.Singletons,0.00130024676849429
inactive.Singletons,0.00120269976953197
inactive.Singletons,0.000409217487294346
inactive.Singletons,0.00147759119977365
inactive.Singletons,0.000926204865871303
inactive.Singletons,0.00988032427874568
inactive.Singletons,0.0088680922888047
inactive.Singletons,0.000709290188086142
inactive.Singletons,0.00519942384624964
inactive.Singletons,6.74768044260792e-05
inactive.Singletons,0.00288703127398165
inactive.Singletons,7.88281177748858e-05
inactive.Singletons,0.000300239393450385
inactive.Singletons,0.000855698740105713
inactive.Singletons,0.00310474189689222
inactive.Singletons,0.000398067156695519
inactive.Singletons,0.00105653283065956
inactive.Singletons,0.000317963137462638
inactive.Singletons,0.000636680715848471
inactive.Singletons,0.000225118056367151
inactive.Singletons,2.42449475235612e-05
inactive.Singletons,0.00412634541131915
inactive.Singletons,8.91726256561455e-05
inactive.Singletons,0.000433358302861647
inactive.Singletons,0.000252806967898504
inactive.Singletons,0.000275432987562674
inactive.Singletons,0.00795290994379236
inactive.Singletons,0.00111318926093116
inactive.Singletons,0.000144746256372584
inactive.Singletons,0.000194513418642532
inactive.Singletons,0.000194313831172531
inactive.Singletons,0.0042248583362376
inactive.Singletons,0.000355911581911443
inactive.Singletons,0.00349615639126041
inactive.Singletons,0.00255937090285067
inactive.Singletons,5.0940323521145e-05
inactive.Singletons,0.00030868413675221
inactive.Singletons,0.000194353736591777
inactive.Singletons,0.000283277148862402
inactive.Singletons,0.000194473489072715
inactive.Singletons,4.63333090828719e-05
inactive.Singletons,0.00595434072344755
inactive.Singletons,2.05906492027909e-05
inactive.Singletons,0.000398215685340465
inactive.Singletons,0.00987827319728861
inactive.Singletons,0.00531826354232625
inactive.Singletons,5.25744074137027e-05
inactive.Singletons,2.270873093537e-05
inactive.Singletons,0.0246092098439111
inactive.Singletons,0.00133414295466009
inactive.Singletons,0.000926204865871303
inactive.Singletons,0.040583843109328
inactive.Singletons,0.0100907327073757
inactive.Singletons,0.00100239162933488
inactive.Singletons,6.4889739210349e-07
inactive.Singletons,0.00195154298043033
inactive.Singletons,0.0058254374781759
inactive.Singletons,0.0166078319095451
inactive.Singletons,0.000188967184778795
inactive.Singletons,1.63196101599887e-05
inactive.Singletons,0.00349661175838665
inactive.Singletons,4.57278155908684e-06
inactive.Singletons,7.2102764333472e-06
inactive.Singletons,0.0058254374781759
inactive.Singletons,0.0127234338789188
inactive.Singletons,7.64120256785134e-05
inactive.Singletons,5.95786414432603e-05
inactive.Singletons,0.00014471541913246
inactive.Singletons,0.00288898262820651
inactive.Singletons,0.00176421594136858
inactive.Singletons,0.00147871747550233
inactive.Singletons,6.75397751619792e-05
inactive.Singletons,0.0010848668698082
inactive.Singletons,0.00085527124405744
inactive.Singletons,0.000853704995829812
inactive.Singletons,3.47068484930289e-05
inactive.Singletons,0.000291785034205832
inactive.Singletons,0.00140460972724707
inactive.Singletons,0.000525461527970227
inactive.Singletons,0.00243594946522259
inactive.Singletons,5.08668200219663e-05
inactive.Singletons,1.57697731101441e-05
inactive.Singletons,4.48291537212649e-05
inactive.Singletons,0.00249523098305244
inactive.Singletons,0.000728514952594189
inactive.Singletons,0.000365746533165169
inactive.Singletons,0.000471117725513052
inactive.Singletons,0.000103696959847406
inactive.Singletons,0.000336147736403839
inactive.Singletons,0.000167955942470043
inactive.Singletons,0.00163710336606409
inactive.Singletons,0.00341543459638731
inactive.Singletons,0.00275334634985199
inactive.Singletons,0.000140428269337258
inactive.Singletons,0.0127271538634431
inactive.Singletons,0.00366663443894816
inactive.Singletons,0.000153499290154252
inactive.Singletons,8.86505100801065e-06
inactive.Singletons,1.05176286336297e-05
inactive.Singletons,0.00237863071016027
inactive.Singletons,0.000194513418642532
inactive.Singletons,0.000183342475716458
inactive.Singletons,0.0179909713395103
inactive.Singletons,0.000570835124679936
inactive.Singletons,9.48028578381466e-05
inactive.Singletons,3.8240197079473e-05
inactive.Singletons,7.45152742333559e-06
inactive.Singletons,5.07429452435684e-06
inactive.Singletons,2.39557674655626e-06
inactive.Singletons,0.000445346538325972
inactive.Singletons,0.00232026999649644
inactive.Singletons,5.77113511625843e-05
inactive.Singletons,9.77641234839707e-05
inactive.Singletons,2.30857132497681e-06
inactive.Singletons,0.000654296711474729
inactive.Singletons,6.26607003094432e-06
inactive.Singletons,0.00432117819818733
inactive.Singletons,7.40147480981508e-05
inactive.Singletons,0.00412582560450421
inactive.Singletons,4.56860296012314e-06
inactive.Singletons,0.00190258880662571
inactive.Singletons,0.000188850405044781
inactive.Singletons,0.000420737537043765
inactive.Singletons,0.000951138869164701
inactive.Singletons,0.00117152963843664
inactive.Singletons,0.000386984320528187
inactive.Singletons,0.000690300506315804
inactive.Singletons,0.000586234776714636
inactive.Singletons,0.00582338971594521
inactive.Singletons,0.000832676043052471
inactive.Singletons,0.000128383734092652
inactive.Singletons,0.0124622988268084
inactive.Singletons,0.00432225694809209
inactive.Singletons,0.00288937299466798
inactive.Singletons,0.00147871747550233
inactive.Singletons,0.0010025544829085
inactive.Singletons,3.94854536657872e-05
inactive.Singletons,5.45384680073309e-06
inactive.Singletons,7.41686118526198e-05
inactive.Singletons,0.00163563300359566
inactive.Singletons,0.00569438060465695
inactive.Singletons,0.0326364359122349
inactive.Singletons,0.000901728014710526
inactive.Singletons,0.000433358302861647
inactive.Singletons,0.00185639202539545
inactive.Singletons,0.0063721192432343
inactive.Singletons,1.42670083279923e-05
inactive.Singletons,0.000526026979304387
inactive.Singletons,0.0384530830284426
inactive.Singletons,0.000728763779669128
inactive.Singletons,0.00176421594136858
inactive.Singletons,0.000132210003423059
inactive.Singletons,0.000902473112470751
inactive.Singletons,3.58158518781129e-05
inactive.Singletons,0.0150001296328053
inactive.Singletons,0.0003365972918565
inactive.Singletons,0.00199991148069365
inactive.Singletons,0.00867786486788225
inactive.Singletons,0.00310474189689222
inactive.Singletons,0.000238705276508924
inactive.Singletons,0.0002184890475534
inactive.Singletons,3.56080883772559e-06
inactive.Singletons,0.0028897633930025
inactive.Singletons,0.00226386034667461
inactive.Singletons,0.00215540778811291
inactive.Singletons,0.000748477908298787
inactive.Singletons,0.00144122512137487
inactive.Singletons,0.000636902634220947
inactive.Singletons,0.00393553161665036
inactive.Singletons,0.00126754330947718
inactive.Singletons,0.000525461527970227
inactive.Singletons,0.00402481651381091
inactive.Singletons,0.000409521739620237
inactive.Singletons,0.000267635226049413
inactive.Singletons,0.000178059612011727
inactive.Singletons,0.000855128777516923
inactive.Singletons,0.000586648602486313
inactive.Singletons,0.000555320560237417
inactive.Singletons,0.00155476387109487
inactive.Singletons,0.000132266986999368
inactive.Singletons,0.00318000537560492
inactive.Singletons,2.68015225994878e-05
inactive.Singletons,0.00318127108338743
inactive.Singletons,0.0100917748939548
inactive.Singletons,0.00210238653217918
inactive.Singletons,0.000497462165609979
inactive.Singletons,1.37984647180827e-05
inactive.Singletons,4.07691322984659e-05
inactive.Singletons,0.0206666373200703
inactive.Singletons,0.000200048906601626
inactive.Singletons,9.48666453309795e-05
inactive.Singletons,0.000525932707877427
inactive.Singletons,0.000387346816004788
inactive.Singletons,0.0033329128114661
inactive.Singletons,0.00795290994379236
inactive.Singletons,4.07590825693727e-05
inactive.Singletons,0.000768686909731411
inactive.Singletons,0.00102888326123286
inactive.Singletons,0.000398067156695519
inactive.Singletons,3.15087885984144e-05
inactive.Singletons,0.0153148014578959
inactive.Singletons,9.47816025705896e-05
inactive.Singletons,5.84297636459283e-06
inactive.Singletons,0.000162955042519555
inactive.Singletons,0.000206194875496048
inactive.Singletons,0.000326936758260982
inactive.Singletons,0.000586752090626033
inactive.Singletons,0.00215356356019101
inactive.Singletons,0.000570127735724948
inactive.Singletons,0.000308863082197732
inactive.Singletons,0.000308982420676912
inactive.Singletons,0.000194034662224848
inactive.Singletons,2.50724236489342e-05
inactive.Singletons,0.000103789035513707
inactive.Singletons,0.00333554260770493
inactive.Singletons,0.00744860757932814
inactive.Singletons,4.77228484006356e-05
inactive.Singletons,0.00021204292676086
inactive.Singletons,0.00412530583544444
inactive.Singletons,0.000365815577374719
inactive.Singletons,2.12598653547182e-05
inactive.Singletons,3.35798527695186e-05
inactive.Singletons,0.000855841270933229
inactive.Singletons,5.59660922405969e-05
inactive.Singletons,0.00185557629274823
inactive.Singletons,0.00531762797923184
inactive.Singletons,0.000445346538325972
inactive.Singletons,0.00105636264664007
inactive.Singletons,0.00622930144970484
inactive.Singletons,9.48666453309795e-05
inactive.Singletons,0.00144166628834081
inactive.Singletons,0.000194633243587933
inactive.Singletons,0.00623002093729224
inactive.Singletons,0.000570734031743765
inactive.Singletons,0.00432279638086851
inactive.Singletons,0.0088709269662387
inactive.Singletons,0.000162989258316934
inactive.Singletons,0.00595364618518723
inactive.Singletons,0.000397770217545906
inactive.Singletons,0.000326811445266471
inactive.Singletons,0.00728348610526843
inactive.Singletons,5.58728550241351e-05
inactive.Singletons,0.000619289491653509
inactive.Singletons,0.00795551781528095
inactive.Singletons,7.88461789536764e-05
inactive.Singletons,0.00210148291021507
inactive.Singletons,1.16482628146212e-05
inactive.Singletons,0.000654069644468777
inactive.Singletons,5.09035614954278e-05
inactive.Singletons,0.000117292327849142
inactive.Singletons,0.00317958353985008
inactive.Singletons,0.000140548440982174
inactive.Singletons,0.000950360032304433
inactive.Singletons,0.00190231128653038
inactive.Singletons,0.00341320081304087
inactive.Singletons,0.00402940594311956
inactive.Singletons,0.000224619606532013
inactive.Singletons,3.0434180405017e-05
inactive.Singletons,0.0042227400037826
inactive.Singletons,0.000470774654544736
inactive.Singletons,0.000136231587269493
inactive.Singletons,0.00317916173751441
inactive.Singletons,0.000238466781441667
inactive.Singletons,0.000768296422918858
inactive.Singletons,0.00310225983751758
inactive.Singletons,1.28979247412153e-05
inactive.Singletons,0.00849494913401069
inactive.Singletons,4.20200055922936e-05
inactive.Singletons,0.000183380404944956
inactive.Singletons,0.000925900161646924
inactive.Singletons,0.000107061708812876
inactive.Singletons,9.15910216268863e-06
inactive.Singletons,0.000387201788820006
inactive.Singletons,0.000497641973885603
inactive.Singletons,0.000636237039403328
inactive.Singletons,2.95295370626464e-05
inactive.Singletons,0.000178170545585067
inactive.Singletons,0.00195125962196784
inactive.Singletons,8.90719753501803e-05
inactive.Singletons,4.93544551507561e-05
inactive.Singletons,0.00176395515289706
inactive.Singletons,0.00349797806967572
inactive.Singletons,0.00114328611381473
inactive.Singletons,0.00262247542751253
inactive.Singletons,1.42670083279923e-05
inactive.Singletons,0.00556532667451107
inactive.Singletons,0.000408913395426527
inactive.Singletons,1.16515224357152e-05
inactive.Singletons,0.00215417819327053
inactive.Singletons,7.64647477124714e-05
inactive.Singletons,5.60060878082945e-05
inactive.Singletons,0.00795290994379236
inactive.Singletons,0.000132266986999368
inactive.Singletons,0.00123405103840036
inactive.Singletons,0.000259941979912146
inactive.Singletons,0.000387274297579595
inactive.Singletons,0.001112655911695
inactive.Singletons,0.000854986327046272
inactive.Singletons,0.00133352249577971
inactive.Singletons,0.00108364930437253
inactive.Singletons,9.46966176402572e-05
inactive.Singletons,0.000445510080259256
inactive.Singletons,0.00333554260770493
inactive.Singletons,0.000603080979474572
inactive.Singletons,2.14077553327941e-06
inactive.Singletons,0.00220808239776063
inactive.Singletons,2.67601179201833e-05
inactive.Singletons,0.000420503941541039
inactive.Singletons,0.000690657095680704
inactive.Singletons,0.000205733080035565
inactive.Singletons,0.00282041908782286
inactive.Singletons,0.000238133180548621
inactive.Singletons,0.000124608215006568
inactive.Singletons,6.14449857505103e-05
inactive.Singletons,0.000283277148862402
inactive.Singletons,0.00034632568113198
inactive.Singletons,0.000267371801631612
inactive.Singletons,0.00220933713505337
inactive.Singletons,0.00249731112237586
inactive.Singletons,0.00195182636485724
inactive.Singletons,0.000346128171736227
inactive.Singletons,0.0206631099421302
inactive.Singletons,0.000497821827761081
inactive.Singletons,0.000511467092741783
inactive.Singletons,3.70322785422569e-05
inactive.Singletons,0.00255830972491539
inactive.Singletons,0.00318042724477921
inactive.Singletons,0.00442444512650341
inactive.Singletons,0.000570228753922403
inactive.Singletons,0.000709655072503897
inactive.Singletons,0.000484078481516142
inactive.Singletons,0.000212172132841567
inactive.Singletons,0.00126754330947718
inactive.Singletons,0.00295906636165343
inactive.Singletons,0.000120937635736678
inactive.Singletons,0.000120911299298924
inactive.Singletons,0.000103766010806047
inactive.Singletons,0.00176473759202725
inactive.Singletons,0.000144777098514691
inactive.Singletons,0.000326748801710688
inactive.Singletons,2.7640417113283e-05
inactive.Singletons,0.0010025544829085
inactive.Singletons,0.000162852427120091
inactive.Singletons,0.000728514952594189
inactive.Singletons,0.000200335555943556
inactive.Singletons,0.000178133562050074
inactive.Singletons,0.000326936758260982
inactive.Singletons,0.000260096184384047
inactive.Singletons,0.000107109042895516
inactive.Singletons,0.000768686909731411
inactive.Singletons,0.000709655072503897
inactive.Singletons,0.000748350638083598
inactive.Singletons,0.00696694659951606
inactive.Singletons,0.000283498678462338
inactive.Singletons,8.92129099745598e-05
inactive.Singletons,0.000326373121516515
inactive.Singletons,1.57697731101441e-05
inactive.Singletons,0.000103927264863287
inactive.Singletons,0.00609431331154429
inactive.Singletons,0.000259993374018364
inactive.Singletons,0.0119518817969372
inactive.Singletons,0.000167955942470043
inactive.Singletons,3.25204228982079e-05
inactive.Singletons,2.12598653547182e-05
inactive.Singletons,0.00366900016648259
inactive.Singletons,0.000540584992366202
inactive.Singletons,0.00163563300359566
inactive.Singletons,0.00105517187000816
inactive.Singletons,0.00268589532450724
inactive.Singletons,0.00317831823309938
inactive.Singletons,0.00318000537560492
inactive.Singletons,0.00868065300725434
inactive.Singletons,0.00728267387794462
inactive.Singletons,3.14928254430936e-05
inactive.Singletons,0.000602339714783944
inactive.Singletons,0.000300064781218027
inactive.Singletons,0.00868065300725434
inactive.Singletons,0.000409750034191324
inactive.Singletons,0.0047413602525385
inactive.Singletons,0.000140488345562093
inactive.Singletons,0.000497192538683882
inactive.Singletons,0.0114566453708788
inactive.Singletons,0.00028338789799762
inactive.Singletons,0.000188928252284227
inactive.Singletons,0.00508054241998191
inactive.Singletons,0.00140482563728375
inactive.Singletons,0.000188578126023281
inactive.Singletons,0.00067224839068752
inactive.Singletons,0.00140417797196916
inactive.Singletons,3.94561590559353e-05
inactive.Singletons,0.00282003628818699
inactive.Singletons,0.000810907418564806
inactive.Singletons,0.00102821757929517
inactive.Singletons,0.000672016041413487
inactive.Singletons,0.00402889585709813
inactive.Singletons,0.000555814479743294
inactive.Singletons,0.000291387662184518
inactive.Singletons,5.7738752331484e-05
inactive.Singletons,0.000471031941276105
inactive.Singletons,0.000317901969915803
inactive.Singletons,0.00281774015163602
inactive.Singletons,0.000283443284313488
inactive.Singletons,0.00556532667451107
inactive.Singletons,8.27758087997521e-06
inactive.Singletons,0.00282003628818699
inactive.Singletons,0.000587062631129188
inactive.Singletons,0.00987724773471529
inactive.Singletons,0.000540488494265515
inactive.Singletons,0.00011030976582766
inactive.Singletons,0.00159496652439491
inactive.Singletons,0.000748732493111537
inactive.Singletons,6.15174306377415e-05
inactive.Singletons,0.000570936230075098
inactive.Singletons,0.000398364253372669
inactive.Singletons,0.00092650963758947
inactive.Singletons,0.000671783747439339
inactive.Singletons,0.0072818616980431
inactive.Singletons,0.00595850887809682
inactive.Singletons,0.00029167145941003
inactive.Singletons,0.000162852427120091
inactive.Singletons,3.46546509519006e-05
inactive.Singletons,0.000653502214767102
inactive.Singletons,0.00220808239776063
inactive.Singletons,0.00215540778811291
inactive.Singletons,0.00163636807881902
inactive.Singletons,0.00595572993212538
inactive.Singletons,0.000709411801920846
inactive.Singletons,2.05852003491737e-05
inactive.Singletons,9.19263581261813e-05
inactive.Singletons,0.00102888326123286
inactive.Singletons,0.000206362989787151
inactive.Singletons,0.000636680715848471
inactive.Singletons,5.42451167261463e-05
inactive.Singletons,5.59261187328734e-05
inactive.Singletons,0.00295866836751372
inactive.Singletons,0.00333554260770493
inactive.Singletons,0.0443502145047097
inactive.Singletons,0.00057103734792998
inactive.Singletons,0.00123443877162343
inactive.Singletons,0.00108469287621531
inactive.Singletons,7.64999111765416e-05
inactive.Singletons,0.00795377918544517
inactive.Singletons,4.93187137524898e-05
inactive.Singletons,0.000387201788820006
inactive.Singletons,0.000245563294268909
inactive.Singletons,0.00176578118822518
inactive.Singletons,0.000728763779669128
inactive.Singletons,4.19890321620475e-05
inactive.Singletons,6.54371527615324e-05
inactive.Singletons,0.000245416599519487
inactive.Singletons,5.5979421644989e-05
inactive.Singletons,0.000366091847290098
inactive.Singletons,0.000768947309485391
inactive.Singletons,0.00172137906332321
inactive.Singletons,0.0420554052241784
inactive.Singletons,0.000570936230075098
inactive.Singletons,0.00111230043977434
inactive.Singletons,7.45152742333559e-06
inactive.Singletons,0.00190369914312818
inactive.Singletons,0.00120288949807603
inactive.Singletons,0.00349615639126041
inactive.Singletons,0.00172035712725448
